#       k             kp                 V11                    V12                    V21                    V22          
   14.818211      2.210289         2.539569e-15           2.008643e-14           9.437680e-16           7.464605e-15      
   14.818211      2.277902         1.209692e-15           1.533794e-14           4.495521e-16           5.699952e-15      
   14.818211      2.343418         3.934337e-16           1.159033e-14           1.462096e-16           4.307249e-15      
   14.818211      2.406661         -7.504940e-17          8.676296e-15           -2.789070e-17          3.224324e-15      
   14.818211      2.467459         -3.170910e-16          6.442115e-15           -1.178396e-16          2.394047e-15      
   14.818211      2.525649         -4.184992e-16          4.751379e-15           -1.555255e-16          1.765729e-15      
   14.818211      2.581075         -4.377566e-16          3.486912e-15           -1.626821e-16          1.295822e-15      
   14.818211      2.633586         -4.131204e-16          2.551005e-15           -1.535267e-16          9.480159e-16      
   14.818211      2.683041         -3.684609e-16          1.864368e-15           -1.369300e-16          6.928449e-16      
   14.818211      2.729306         -3.178280e-16          1.364220e-15           -1.181135e-16          5.069777e-16      
   14.818211      2.772258         -2.688572e-16          1.001929e-15           -9.991466e-17          3.723413e-16      
   14.818211      2.811780         -2.251938e-16          7.405459e-16           -8.368818e-17          2.752049e-16      
   14.818211      2.847765         -1.881412e-16          5.524702e-16           -6.991846e-17          2.053113e-16      
   14.818211      2.880118         -1.577311e-16          4.173815e-16           -5.861723e-17          1.551090e-16      
   14.818211      2.908749         -1.333843e-16          3.205062e-16           -4.956931e-17          1.191078e-16      
   14.818211      2.933583         -1.142975e-16          2.512218e-16           -4.247613e-17          9.336000e-17      
   14.818211      2.954553         -9.965349e-17          2.019715e-16           -3.703403e-17          7.505736e-17      
   14.818211      2.971601         -8.872588e-17          1.674439e-16           -3.297303e-17          6.222605e-17      
   14.818211      2.984682         -8.092216e-17          1.439712e-16           -3.007296e-17          5.350304e-17      
   14.818211      2.993761         -7.579570e-17          1.291004e-16           -2.816782e-17          4.797668e-17      
   14.818211      2.998815         -7.304267e-17          1.212975e-16           -2.714472e-17          4.507694e-17      
   14.818211      3.004739         -6.990647e-17          1.125671e-16           -2.597922e-17          4.183248e-17      
   14.818211      3.024957         -5.991996e-17          8.592371e-17           -2.226796e-17          3.193115e-17      
   14.818211      3.061273         -4.460480e-17          4.873061e-17           -1.657642e-17          1.810929e-17      
   14.818211      3.113597         -2.777455e-17          1.387014e-17           -1.032183e-17          5.154296e-18      
   14.818211      3.181789         -1.329874e-17          -9.132845e-18          -4.942211e-18          -3.394154e-18     
   14.818211      3.265666         -3.660003e-18          -1.779108e-17          -1.360176e-18          -6.611731e-18     
   14.818211      3.365002         8.677506e-19           -1.598846e-17          3.224748e-19           -5.941793e-18     
   14.818211      3.479529         1.819643e-18           -1.004325e-17          6.762314e-19           -3.732374e-18     
   14.818211      3.608938         1.237873e-18           -4.698152e-18          4.600311e-19           -1.745974e-18     
   14.818211      3.752880         5.180352e-19           -1.623066e-18          1.925182e-19           -6.031809e-19     
   14.818211      3.910968         1.304937e-19           -3.868658e-19          4.849574e-20           -1.437712e-19     
   14.818211      4.082775         1.034761e-20           -4.924325e-20          3.845526e-21           -1.830027e-20     
   14.818211      4.267838         -5.270244e-21          2.948387e-21           -1.958605e-21          1.095751e-21      
   14.818211      4.465657         -2.033592e-21          2.575011e-21           -7.557558e-22          9.569690e-22      
   14.818211      4.675701         -2.730672e-22          4.626602e-22           -1.014819e-22          1.719417e-22      
   14.818211      4.897402         -1.397893e-25          2.983148e-23           -5.192285e-26          1.108649e-23      
   14.818211      5.130163         3.772603e-24           -1.485278e-24          1.402057e-24           -5.519961e-25     
   14.818211      5.373356         3.012204e-25           -3.037215e-25          1.119465e-25           -1.128762e-25     
   14.818211      5.626327         -4.198527e-27          -8.693071e-27          -1.560383e-27          -3.230734e-27     
   14.818211      5.888392         -1.076167e-27          4.883719e-28           -3.999572e-28          1.815037e-28      
   14.818211      6.158845         -1.176466e-29          2.062512e-29           -4.372380e-30          7.665399e-30      
   14.818211      6.436958         9.947209e-31           -2.512914e-31          3.696958e-31           -9.339399e-32     
   14.818211      6.721980         9.309581e-33           -1.038073e-32          3.460086e-33           -3.858152e-33     
   14.818211      7.013143         -3.002598e-34          6.773703e-35           -1.115976e-34          2.517530e-35      
   14.818211      7.309662         -6.649827e-37          1.188071e-36           -2.471962e-37          4.415945e-37      
   14.818211      7.610739         2.315043e-38           -7.213185e-39          8.605124e-39           -2.681027e-39     
   14.818211      7.915560         -5.459945e-41          -9.056425e-42          -2.029149e-41          -3.368739e-42     
   14.818211      8.223305         7.353594e-44           4.913695e-44           2.726923e-44           1.827939e-44      
   14.818211      8.533144         -7.842121e-46          -2.738209e-46          -2.912595e-46          -1.017544e-46     
   14.818211      8.844241         -4.115222e-48          2.710076e-48           -1.529221e-48          1.007002e-48      
   14.818211      9.155759         4.077156e-50           -6.198900e-51          1.515087e-50           -2.303500e-51     
   14.818211      9.466856         -9.981965e-53          -2.301849e-54          -3.712332e-53          -8.600261e-55     
   14.818211      9.776695         1.295821e-52           2.442094e-53           4.276025e-53           8.067284e-54      
   14.818211      10.084440        4.631476e-50           1.005900e-50           1.763117e-50           3.834099e-51      
   14.818211      10.389261        1.579426e-47           3.860951e-48           7.538439e-48           1.846306e-48      
   14.818211      10.690338        3.775858e-45           1.016389e-45           3.091136e-45           8.361722e-46      
   14.818211      10.986857        -1.006262e-42          -3.004177e-43          1.012562e-42           2.972024e-43      
   14.818211      11.278020        -2.646179e-39          -8.381271e-40          4.349565e-41           1.263410e-41      
   14.818211      11.563042        -2.801105e-36          -9.380228e-37          -3.487979e-37          -1.179295e-37     
   14.818211      11.841155        -2.262962e-33          -7.929082e-34          -4.248341e-34          -1.502789e-34     
   14.818211      12.111608        -1.500360e-30          -5.445180e-31          -3.424259e-31          -1.259206e-31     
   14.818211      12.373673        -8.139207e-28          -3.030895e-28          -2.118119e-28          -8.045720e-29     
   14.818211      12.626644        -3.507940e-25          -1.328832e-25          -1.018067e-25          -3.976296e-26     
   14.818211      12.869837        -1.146343e-22          -4.382760e-23          -3.712147e-23          -1.486521e-23     
   14.818211      13.102598        -2.653169e-20          -1.016949e-20          -9.851730e-21          -4.032772e-21     
   14.818211      13.324299        -3.883980e-18          -1.487429e-18          -1.807925e-18          -7.473550e-19     
   14.818211      13.534343        -2.765670e-16          -1.071151e-16          -2.216119e-16          -8.689277e-17     
   14.818211      13.732162        -1.851470e-15          -1.352912e-15          -2.086367e-14          -6.365578e-15     
   14.818211      13.917225        -1.293686e-12          -5.655673e-13          -2.532701e-12          -7.380759e-13     
   14.818211      14.089032        -5.753105e-10          -2.056705e-10          -3.499485e-10          -1.557471e-10     
   14.818211      14.247120        -5.775860e-08          -1.980588e-08          -2.995572e-08          -1.594760e-08     
   14.818211      14.391062        6.031833e-07           -4.164382e-07          -1.168368e-06          1.191141e-06      
   14.818211      14.520471        4.985487e-04           8.236597e-05           4.382094e-05           2.977833e-04      
   14.818211      14.634998        1.123134e-02           2.136400e-03           1.728250e-03           6.226224e-03      
   14.818211      14.734334        5.166926e-02           1.021945e-02           9.440632e-03           2.755886e-02      
   14.818211      14.818211        8.227692e-02           1.653566e-02           1.653566e-02           4.238620e-02      
   14.818211      14.886403        6.991078e-02           1.427667e-02           1.505305e-02           3.455550e-02      
   14.818211      14.938727        4.549688e-02           9.566972e-03           1.041843e-02           2.129319e-02      
   14.818211      14.975043        2.957556e-02           6.468329e-03           7.152364e-03           1.301238e-02      
   14.818211      14.995261        2.240729e-02           5.054438e-03           5.617058e-03           9.404936e-03      
   14.886403      0.001185         1.942806e-10           1.032360e-17           7.191689e-11           3.821529e-18      
   14.886403      0.006239         1.953159e-10           3.021992e-16           7.230011e-11           1.118662e-16      
   14.886403      0.015318         2.006438e-10           2.317981e-15           7.427233e-11           8.580541e-16      
   14.886403      0.028399         2.157020e-10           1.282275e-14           7.984642e-11           4.746622e-15      
   14.886403      0.045447         2.459111e-10           5.853757e-14           9.102893e-11           2.166891e-14      
   14.886403      0.066417         2.927644e-10           2.142641e-13           1.083726e-10           7.931423e-14      
   14.886403      0.091251         3.476222e-10           6.233132e-13           1.286793e-10           2.307320e-13      
   14.886403      0.119882         3.889134e-10           1.446293e-12           1.439641e-10           5.353745e-13      
   14.886403      0.152235         3.893561e-10           2.703700e-12           1.441279e-10           1.000829e-12      
   14.886403      0.188220         3.349300e-10           4.068572e-12           1.239811e-10           1.506064e-12      
   14.886403      0.227742         2.412525e-10           4.976650e-12           8.930447e-11           1.842207e-12      
   14.886403      0.270694         1.457846e-10           5.047544e-12           5.396510e-11           1.868451e-12      
   14.886403      0.316959         7.829735e-11           4.474481e-12           2.898336e-11           1.656321e-12      
   14.886403      0.366414         4.249522e-11           3.751441e-12           1.573048e-11           1.388673e-12      
   14.886403      0.418925         2.607916e-11           3.191145e-12           9.653751e-12           1.181269e-12      
   14.886403      0.474351         1.794799e-11           2.809473e-12           6.643834e-12           1.039986e-12      
   14.886403      0.532541         1.308991e-11           2.527647e-12           4.845518e-12           9.356631e-13      
   14.886403      0.593339         9.819801e-12           2.293884e-12           3.635018e-12           8.491315e-13      
   14.886403      0.656582         7.496028e-12           2.086378e-12           2.774825e-12           7.723196e-13      
   14.886403      0.722098         5.791852e-12           1.896195e-12           2.143988e-12           7.019197e-13      
   14.886403      0.789711         4.513398e-12           1.719343e-12           1.670741e-12           6.364545e-13      
   14.886403      0.859239         3.537403e-12           1.553939e-12           1.309455e-12           5.752268e-13      
   14.886403      0.930495         2.781947e-12           1.399038e-12           1.029806e-12           5.178873e-13      
   14.886403      1.003286         2.190757e-12           1.254104e-12           8.109630e-13           4.642367e-13      
   14.886403      1.077416         1.724163e-12           1.118761e-12           6.382420e-13           4.141367e-13      
   14.886403      1.152685         1.353591e-12           9.926992e-13           5.010660e-13           3.674721e-13      
   14.886403      1.228890         1.058077e-12           8.756390e-13           3.916744e-13           3.241396e-13      
   14.886403      1.305826         8.219733e-13           7.673286e-13           3.042747e-13           2.840460e-13      
   14.886403      1.383286         6.334044e-13           6.675487e-13           2.344712e-13           2.471101e-13      
   14.886403      1.461060         4.832050e-13           5.761135e-13           1.788710e-13           2.132631e-13      
   14.886403      1.538940         3.641754e-13           4.928629e-13           1.348092e-13           1.824459e-13      
   14.886403      1.616714         2.705572e-13           4.176476e-13           1.001539e-13           1.546030e-13      
   14.886403      1.694174         1.976632e-13           3.503060e-13           7.317030e-14           1.296748e-13      
   14.886403      1.771110         1.416177e-13           2.906405e-13           5.242357e-14           1.075881e-13      
   14.886403      1.847315         9.917756e-14           2.383937e-13           3.671323e-14           8.824763e-14      
   14.886403      1.922584         6.761045e-14           1.932316e-13           2.502782e-14           7.152973e-14      
   14.886403      1.996714         4.461260e-14           1.547349e-13           1.651456e-14           5.727916e-14      
   14.886403      2.069505         2.825273e-14           1.224010e-13           1.045851e-14           4.530994e-14      
   14.886403      2.140761         1.693066e-14           9.565680e-14           6.267342e-15           3.540987e-14      
   14.886403      2.210289         9.343081e-15           7.387928e-14           3.458593e-15           2.734835e-14      
   14.886403      2.277902         4.451219e-15           5.642178e-14           1.647738e-15           2.088600e-14      
   14.886403      2.343418         1.447954e-15           4.264141e-14           5.359981e-16           1.578483e-14      
   14.886403      2.406661         -2.761895e-16          3.192435e-14           -1.022407e-16          1.181764e-14      
   14.886403      2.467459         -1.167259e-15          2.370630e-14           -4.320943e-16          8.775510e-15      
   14.886403      2.525649         -1.540797e-15          1.748630e-14           -5.703696e-16          6.473015e-15      
   14.886403      2.581075         -1.611926e-15          1.283386e-14           -5.967000e-16          4.750789e-15      
   14.886403      2.633586         -1.521414e-15          9.389872e-15           -5.631944e-16          3.475908e-15      
   14.886403      2.683041         -1.357118e-15          6.862877e-15           -5.023754e-16          2.540474e-15      
   14.886403      2.729306         -1.170767e-15          5.022018e-15           -4.333926e-16          1.859032e-15      
   14.886403      2.772258         -9.904881e-16          3.688438e-15           -3.666573e-16          1.365372e-15      
   14.886403      2.811780         -8.297172e-16          2.726221e-15           -3.071435e-16          1.009182e-15      
   14.886403      2.847765         -6.932666e-16          2.033820e-15           -2.566325e-16          7.528715e-16      
   14.886403      2.880118         -5.812629e-16          1.536462e-15           -2.151711e-16          5.687616e-16      
   14.886403      2.908749         -4.915809e-16          1.179780e-15           -1.819728e-16          4.367260e-16      
   14.886403      2.933583         -4.212672e-16          9.246744e-16           -1.559442e-16          3.422921e-16      
   14.886403      2.954553         -3.673161e-16          7.433298e-16           -1.359727e-16          2.751627e-16      
   14.886403      2.971601         -3.270539e-16          6.161934e-16           -1.210685e-16          2.280998e-16      
   14.886403      2.984682         -2.983000e-16          5.297624e-16           -1.104244e-16          1.961051e-16      
   14.886403      2.993761         -2.794100e-16          4.750047e-16           -1.034318e-16          1.758351e-16      
   14.886403      2.998815         -2.692654e-16          4.462727e-16           -9.967646e-17          1.651991e-16      
   14.886403      3.004739         -2.577087e-16          4.141249e-16           -9.539839e-17          1.532988e-16      
   14.886403      3.024957         -2.209070e-16          3.160174e-16           -8.177521e-17          1.169817e-16      
   14.886403      3.061273         -1.644628e-16          1.790641e-16           -6.088077e-17          6.628486e-17      
   14.886403      3.113597         -1.024245e-16          5.070758e-17           -3.791550e-17          1.877034e-17      
   14.886403      3.181789         -4.905256e-17          -3.396803e-17          -1.815831e-17          -1.257452e-17     
   14.886403      3.265666         -1.350331e-17          -6.579591e-17          -4.998693e-18          -2.435638e-17     
   14.886403      3.365002         3.203629e-18           -5.908218e-17          1.185896e-18           -2.187103e-17     
   14.886403      3.479529         6.719917e-18           -3.711010e-17          2.487571e-18           -1.373741e-17     
   14.886403      3.608938         4.573826e-18           -1.736333e-17          1.693140e-18           -6.427556e-18     
   14.886403      3.752880         1.915223e-18           -6.000517e-18          7.089796e-19           -2.221273e-18     
   14.886403      3.910968         4.827152e-19           -1.430724e-18          1.786926e-19           -5.296263e-19     
   14.886403      4.082775         3.825225e-20           -1.820630e-19          1.416038e-20           -6.739615e-20     
   14.886403      4.267838         -1.955558e-20          1.100053e-20           -7.239136e-21          4.072269e-21      
   14.886403      4.465657         -7.548665e-21          9.565017e-21           -2.794394e-21          3.540819e-21      
   14.886403      4.675701         -1.014299e-21          1.719305e-21           -3.754780e-22          6.364602e-22      
   14.886403      4.897402         -4.047694e-25          1.108902e-22           -1.498119e-25          4.104990e-23      
   14.886403      5.130163         1.407136e-23           -5.551074e-24          5.209043e-24           -2.054948e-24     
   14.886403      5.373356         1.124742e-24           -1.134682e-24          4.163670e-25           -4.200470e-25     
   14.886403      5.626327         -1.576474e-26          -3.250883e-26          -5.835976e-27          -1.203444e-26     
   14.886403      5.888392         -4.039701e-27          1.834028e-27           -1.495468e-27          6.789445e-28      
   14.886403      6.158845         -4.430473e-29          7.765555e-29           -1.640143e-29          2.874772e-29      
   14.886403      6.436958         3.757843e-30           -9.480728e-31          1.391145e-30           -3.509732e-31     
   14.886403      6.721980         3.547816e-32           -3.942784e-32          1.313421e-32           -1.459628e-32     
   14.886403      7.013143         -1.145006e-33          2.568407e-34           -4.238878e-34          9.508257e-35      
   14.886403      7.309662         -2.651996e-36          4.597263e-36           -9.818856e-37          1.701990e-36      
   14.886403      7.610739         9.047575e-38           -2.778924e-38          3.349656e-38           -1.028798e-38     
   14.886403      7.915560         -2.041924e-40          -4.189756e-41          -7.558967e-41          -1.551729e-41     
   14.886403      8.223305         1.182106e-43           2.309399e-43           4.361286e-44           8.553567e-44      
   14.886403      8.533144         -2.466303e-45          -9.999610e-46          -9.125309e-46          -3.701520e-46     
   14.886403      8.844241         -1.497331e-47          9.714761e-48           -5.542524e-48          3.595847e-48      
   14.886403      9.155759         1.491695e-49           -2.260487e-50          5.521681e-50           -8.367364e-51     
   14.886403      9.466856         -3.695402e-52          -8.842371e-54          -1.368094e-52          -3.276033e-54     
   14.886403      9.776695         4.389959e-53           8.313758e-54           1.034068e-53           1.964472e-54      
   14.886403      10.084440        1.893585e-50           4.118249e-51           4.791242e-51           1.042777e-51      
   14.886403      10.389261        8.867606e-48           2.172441e-48           2.418433e-48           5.929532e-49      
   14.886403      10.690338        4.303615e-45           1.164989e-45           1.270239e-45           3.441836e-46      
   14.886403      10.986857        2.053704e-42           6.043606e-43           6.642748e-43           1.957288e-43      
   14.886403      11.278020        8.877333e-40           2.799633e-40           3.256107e-40           1.028702e-40      
   14.886403      11.563042        2.875903e-37           9.591174e-38           1.347831e-37           4.507314e-38      
   14.886403      11.841155        9.616819e-36           3.215338e-36           3.452996e-35           1.204018e-35      
   14.886403      12.111608        -8.269254e-32          -3.007799e-32          -8.296661e-33          -3.114790e-33     
   14.886403      12.373673        -8.123980e-29          -3.028590e-29          -1.794221e-29          -6.821916e-30     
   14.886403      12.626644        -4.926351e-26          -1.868090e-26          -1.328965e-26          -5.171906e-27     
   14.886403      12.869837        -2.123488e-23          -8.129641e-24          -6.449239e-24          -2.562855e-24     
   14.886403      13.102598        -6.561756e-21          -2.519512e-21          -2.200330e-21          -8.910662e-22     
   14.886403      13.324299        -1.415479e-18          -5.424895e-19          -5.270333e-19          -2.169043e-19     
   14.886403      13.534343        -2.054610e-16          -7.844229e-17          -8.738839e-17          -3.615388e-17     
   14.886403      13.732162        -1.998091e-14          -7.618123e-15          -1.017868e-14          -4.094956e-15     
   14.886403      13.917225        -1.574563e-12          -6.021038e-13          -9.357536e-13          -3.554001e-13     
   14.886403      14.089032        -1.490776e-10          -5.536689e-11          -8.168068e-11          -3.350911e-11     
   14.886403      14.247120        -1.288503e-08          -4.555134e-09          -6.218433e-09          -2.988718e-09     
   14.886403      14.391062        -6.489101e-07          -2.440349e-07          -3.335275e-07          -1.279146e-07     
   14.886403      14.520471        2.231113e-05           -3.082876e-07          -5.497513e-06          2.072695e-05      
   14.886403      14.634998        2.061616e-03           3.572503e-04           2.372348e-04           1.210355e-03      
   14.886403      14.734334        2.205194e-02           4.434079e-03           3.818640e-03           1.170491e-02      
   14.886403      14.818211        6.991078e-02           1.505305e-02           1.427667e-02           3.455550e-02      
   14.886403      14.886403        1.041324e-01           2.362364e-02           2.362364e-02           4.791488e-02      
   14.886403      14.938727        1.033992e-01           2.455782e-02           2.530578e-02           4.422779e-02      
   14.886403      14.975043        8.839338e-02           2.176857e-02           2.279111e-02           3.547387e-02      
   14.886403      14.995261        7.691637e-02           1.935653e-02           2.041241e-02           2.963177e-02      
   14.938727      0.001185         4.962532e-10           2.638195e-17           1.827629e-10           9.716190e-18      
   14.938727      0.006239         4.988975e-10           7.722497e-16           1.837368e-10           2.844112e-16      
   14.938727      0.015318         5.125062e-10           5.922859e-15           1.887486e-10           2.181320e-15      
   14.938727      0.028399         5.509686e-10           3.275993e-14           2.029138e-10           1.206506e-14      
   14.938727      0.045447         6.281304e-10           1.495386e-13           2.313313e-10           5.507302e-14      
   14.938727      0.066417         7.478054e-10           5.473245e-13           2.754059e-10           2.015719e-13      
   14.938727      0.091251         8.879260e-10           1.592174e-12           3.270102e-10           5.863749e-13      
   14.938727      0.119882         9.933940e-10           3.694325e-12           3.658525e-10           1.360567e-12      
   14.938727      0.152235         9.945244e-10           6.906133e-12           3.662688e-10           2.543429e-12      
   14.938727      0.188220         8.555063e-10           1.039246e-11           3.150705e-10           3.827394e-12      
   14.938727      0.227742         6.162304e-10           1.271205e-11           2.269487e-10           4.681666e-12      
   14.938727      0.270694         3.723813e-10           1.289330e-11           1.371426e-10           4.748418e-12      
   14.938727      0.316959         2.000020e-10           1.142976e-11           7.365788e-11           4.209419e-12      
   14.938727      0.366414         1.085543e-10           9.583177e-12           3.997904e-11           3.529350e-12      
   14.938727      0.418925         6.662347e-11           8.152316e-12           2.453652e-11           3.002386e-12      
   14.938727      0.474351         4.585422e-11           7.177730e-12           1.688750e-11           2.643462e-12      
   14.938727      0.532541         3.344521e-11           6.458193e-12           1.231744e-11           2.378468e-12      
   14.938727      0.593339         2.509220e-11           5.861429e-12           9.241144e-12           2.158689e-12      
   14.938727      0.656582         1.915631e-11           5.331729e-12           7.055038e-12           1.963609e-12      
   14.938727      0.722098         1.480297e-11           4.846258e-12           5.451760e-12           1.784818e-12      
   14.938727      0.789711         1.153697e-11           4.394810e-12           4.248934e-12           1.618556e-12      
   14.938727      0.859239         9.043473e-12           3.972564e-12           3.330610e-12           1.463049e-12      
   14.938727      0.930495         7.113239e-12           3.577099e-12           2.619728e-12           1.317405e-12      
   14.938727      1.003286         5.602545e-12           3.207034e-12           2.063358e-12           1.181115e-12      
   14.938727      1.077416         4.410075e-12           2.861409e-12           1.624185e-12           1.053825e-12      
   14.938727      1.152685         3.462862e-12           2.539426e-12           1.275336e-12           9.352430e-13      
   14.938727      1.228890         2.707369e-12           2.240374e-12           9.970965e-13           8.251057e-13      
   14.938727      1.305826         2.103642e-12           1.963612e-12           7.747502e-13           7.231774e-13      
   14.938727      1.383286         1.621362e-12           1.708585e-12           5.971315e-13           6.292539e-13      
   14.938727      1.461060         1.237129e-12           1.474827e-12           4.556225e-13           5.431631e-13      
   14.938727      1.538940         9.325634e-13           1.261936e-12           3.434540e-13           4.647579e-13      
   14.938727      1.616714         6.929627e-13           1.069543e-12           2.552114e-13           3.939014e-13      
   14.938727      1.694174         5.063582e-13           8.972442e-13           1.864868e-13           3.304457e-13      
   14.938727      1.771110         3.628514e-13           7.445462e-13           1.336346e-13           2.742086e-13      
   14.938727      1.847315         2.541568e-13           6.108016e-13           9.360349e-14           2.249519e-13      
   14.938727      1.922584         1.732913e-13           4.951655e-13           6.382151e-14           1.823643e-13      
   14.938727      1.996714         1.143649e-13           3.965738e-13           4.211948e-14           1.460540e-13      
   14.938727      2.069505         7.243782e-14           3.137481e-13           2.667814e-14           1.155502e-13      
   14.938727      2.140761         4.341562e-14           2.452272e-13           1.598955e-14           9.031465e-14      
   14.938727      2.210289         2.396221e-14           1.894212e-13           8.825047e-15           6.976189e-14      
   14.938727      2.277902         1.141768e-14           1.446779e-13           4.205018e-15           5.328339e-14      
   14.938727      2.343418         3.714605e-15           1.093535e-13           1.368049e-15           4.027377e-14      
   14.938727      2.406661         -7.086608e-16          8.187758e-14           -2.609965e-16          3.015467e-14      
   14.938727      2.467459         -2.995333e-15          6.080569e-14           -1.103156e-15          2.239411e-14      
   14.938727      2.525649         -3.954367e-15          4.485506e-14           -1.456359e-15          1.651966e-14      
   14.938727      2.581075         -4.137415e-15          3.292295e-14           -1.523773e-15          1.212518e-14      
   14.938727      2.633586         -3.905548e-15          2.408930e-14           -1.438378e-15          8.871842e-15      
   14.938727      2.683041         -3.484180e-15          1.760710e-14           -1.283193e-15          6.484513e-15      
   14.938727      2.729306         -3.006078e-15          1.288459e-14           -1.107112e-15          4.745261e-15      
   14.938727      2.772258         -2.543451e-15          9.463199e-15           -9.367308e-16          3.485199e-15      
   14.938727      2.811780         -2.130817e-15          6.994425e-15           -7.847613e-16          2.575975e-15      
   14.938727      2.847765         -1.780555e-15          5.217834e-15           -6.557631e-16          1.921675e-15      
   14.938727      2.880118         -1.493014e-15          3.941644e-15           -5.498641e-16          1.451667e-15      
   14.938727      2.908749         -1.262754e-15          3.026390e-15           -4.650617e-16          1.114588e-15      
   14.938727      2.933583         -1.082207e-15          2.371772e-15           -3.985679e-16          8.734990e-16      
   14.938727      2.954553         -9.436648e-16          1.906423e-15           -3.475438e-16          7.021156e-16      
   14.938727      2.971601         -8.402680e-16          1.580175e-15           -3.094637e-16          5.819620e-16      
   14.938727      2.984682         -7.664217e-16          1.358382e-15           -2.822667e-16          5.002778e-16      
   14.938727      2.993761         -7.179064e-16          1.217867e-15           -2.643990e-16          4.485275e-16      
   14.938727      2.998815         -6.918513e-16          1.144137e-15           -2.548031e-16          4.213735e-16      
   14.938727      3.004739         -6.621686e-16          1.061642e-15           -2.438712e-16          3.909914e-16      
   14.938727      3.024957         -5.676424e-16          8.098873e-16           -2.090581e-16          2.982728e-16      
   14.938727      3.061273         -4.226499e-16          4.584599e-16           -1.556585e-16          1.688457e-16      
   14.938727      3.113597         -2.632628e-16          1.291220e-16           -9.695766e-17          4.755387e-17      
   14.938727      3.181789         -1.261105e-16          -8.807084e-17          -4.644559e-17          -3.243601e-17     
   14.938727      3.265666         -3.472937e-17          -1.695831e-16          -1.279063e-17          -6.245609e-17     
   14.938727      3.365002         8.237239e-18           -1.521451e-16          3.033664e-18           -5.603377e-17     
   14.938727      3.479529         1.729173e-17           -9.555123e-17          6.368392e-18           -3.519072e-17     
   14.938727      3.608938         1.177591e-17           -4.471383e-17          4.336976e-18           -1.646774e-17     
   14.938727      3.752880         4.933852e-18           -1.545676e-17          1.817103e-18           -5.692602e-18     
   14.938727      3.910968         1.244198e-18           -3.686360e-18          4.582302e-19           -1.357658e-18     
   14.938727      4.082775         9.853923e-20           -4.689163e-19          3.629155e-20           -1.726983e-19     
   14.938727      4.267838         -5.054581e-20          2.859677e-20           -1.861568e-20          1.053207e-20      
   14.938727      4.465657         -1.951797e-20          2.474914e-20           -7.188355e-21          9.114968e-21      
   14.938727      4.675701         -2.624086e-21          4.449941e-21           -9.664378e-22          1.638890e-21      
   14.938727      4.897402         -7.462707e-25          2.870446e-22           -2.748980e-25          1.057171e-22      
   14.938727      5.130163         3.654600e-23           -1.444788e-23          1.345976e-23           -5.321108e-24     
   14.938727      5.373356         2.923760e-24           -2.951294e-24          1.076813e-24           -1.086953e-24     
   14.938727      5.626327         -4.122047e-26          -8.460967e-26          -1.518140e-26          -3.116157e-26     
   14.938727      5.888392         -1.055339e-26          4.793951e-27           -3.886805e-27          1.765609e-27      
   14.938727      6.158845         -1.160207e-28          2.034084e-28           -4.273063e-29          7.491550e-29      
   14.938727      6.436958         9.875679e-30           -2.489430e-30          3.637232e-30           -9.168595e-31     
   14.938727      6.721980         9.393140e-32           -1.041123e-31          3.459558e-32           -3.834504e-32     
   14.938727      7.013143         -3.035336e-33          6.776362e-34           -1.117933e-33          2.495756e-34      
   14.938727      7.309662         -7.301006e-36          1.234572e-35           -2.689163e-36          4.547093e-36      
   14.938727      7.610739         2.452276e-37           -7.439186e-38          9.032173e-38           -2.739935e-38     
   14.938727      7.915560         -5.320968e-40          -1.290386e-40          -1.959693e-40          -4.753547e-41     
   14.938727      8.223305         -8.928825e-44          7.210601e-43           -3.310533e-44          2.656305e-43      
   14.938727      8.533144         -5.215781e-45          -2.541821e-45          -1.920255e-45          -9.361118e-46     
   14.938727      8.844241         -3.785436e-47          2.417961e-47           -1.394101e-47          8.904604e-48      
   14.938727      9.155759         3.791724e-49           -5.728811e-50          1.396420e-49           -2.109797e-50     
   14.938727      9.466856         -9.478329e-52          -2.299641e-53          -3.490791e-52          -8.470471e-54     
   14.938727      9.776695         1.725236e-53           3.347072e-54           3.991786e-54           7.874884e-55      
   14.938727      10.084440        7.791831e-51           1.695364e-51           1.882394e-51           4.098104e-52      
   14.938727      10.389261        4.023141e-48           9.860994e-49           1.034103e-48           2.536139e-49      
   14.938727      10.690338        2.209742e-45           5.985265e-46           6.012958e-46           1.629742e-46      
   14.938727      10.986857        1.248438e-42           3.676694e-43           3.583797e-43           1.056323e-43      
   14.938727      11.278020        6.988055e-40           2.206376e-40           2.112436e-40           6.677204e-41      
   14.938727      11.563042        3.711939e-37           1.240877e-37           1.182136e-37           3.957964e-38      
   14.938727      11.841155        1.775374e-34           6.213654e-35           5.980812e-35           2.097652e-35      
   14.938727      12.111608        7.110151e-32           2.578789e-32           2.564043e-32           9.322385e-33      
   14.938727      12.373673        2.088020e-29           7.775894e-30           8.366585e-30           3.118072e-30      
   14.938727      12.626644        2.726691e-27           1.035822e-27           1.532791e-27           5.714290e-28      
   14.938727      12.869837        -1.114341e-24          -4.246884e-25          -2.070391e-25          -9.116775e-26     
   14.938727      13.102598        -8.269229e-22          -3.167086e-22          -2.647151e-22          -1.095298e-22     
   14.938727      13.324299        -2.638034e-19          -1.008860e-19          -9.775281e-20          -4.067401e-20     
