#       k             kp                  V           
   2.954553       0.789711         2.269824e-03      
   2.954553       0.859239         2.653492e-03      
   2.954553       0.930495         3.135459e-03      
   2.954553       1.003286         3.741710e-03      
   2.954553       1.077416         4.505091e-03      
   2.954553       1.152685         5.466843e-03      
   2.954553       1.228890         6.678285e-03      
   2.954553       1.305826         8.202533e-03      
   2.954553       1.383286         1.011610e-02      
   2.954553       1.461060         1.251004e-02      
   2.954553       1.538940         1.549033e-02      
   2.954553       1.616714         1.917688e-02      
   2.954553       1.694174         2.370059e-02      
   2.954553       1.771110         2.919797e-02      
   2.954553       1.847315         3.580266e-02      
   2.954553       1.922584         4.363389e-02      
   2.954553       1.996714         5.278202e-02      
   2.954553       2.069505         6.329247e-02      
   2.954553       2.140761         7.514954e-02      
   2.954553       2.210289         8.826289e-02      
   2.954553       2.277902         1.024593e-01      
   2.954553       2.343418         1.174824e-01      
   2.954553       2.406661         1.330021e-01      
   2.954553       2.467459         1.486334e-01      
   2.954553       2.525649         1.639645e-01      
   2.954553       2.581075         1.785886e-01      
   2.954553       2.633586         1.921374e-01      
   2.954553       2.683041         2.043107e-01      
   2.954553       2.729306         2.148975e-01      
   2.954553       2.772258         2.237874e-01      
   2.954553       2.811780         2.309713e-01      
   2.954553       2.847765         2.365314e-01      
   2.954553       2.880118         2.406247e-01      
   2.954553       2.908749         2.434605e-01      
   2.954553       2.933583         2.452777e-01      
   2.954553       2.954553         2.463225e-01      
   2.954553       2.971601         2.468288e-01      
   2.954553       2.984682         2.470033e-01      
   2.954553       2.993761         2.470133e-01      
   2.954553       2.998815         2.469789e-01      
   2.954553       3.004739         2.469021e-01      
   2.954553       3.024957         2.463399e-01      
   2.954553       3.061273         2.441486e-01      
   2.954553       3.113597         2.382990e-01      
   2.954553       3.181789         2.260157e-01      
   2.954553       3.265666         2.043880e-01      
   2.954553       3.365002         1.717282e-01      
   2.954553       3.479529         1.295455e-01      
   2.954553       3.608938         8.392058e-02      
   2.954553       3.752880         4.408662e-02      
   2.954553       3.910968         1.744012e-02      
   2.954553       4.082775         4.701642e-03      
   2.954553       4.267838         7.406237e-04      
   2.954553       4.465657         4.704035e-05      
   2.954553       4.675701         -1.445609e-06     
   2.954553       4.897402         -1.069229e-07     
   2.954553       5.130163         3.700809e-08      
   2.954553       5.373356         3.294138e-09      
   2.954553       5.626327         -3.313643e-11     
   2.954553       5.888392         -9.172581e-12     
   2.954553       6.158845         4.720344e-14      
   2.954553       6.436958         1.264463e-14      
   2.954553       6.721980         -1.069497e-16     
   2.954553       7.013143         -7.649801e-18     
   2.954553       7.309662         4.016254e-20      
   2.954553       7.610739         7.732247e-22      
   2.954553       7.915560         -5.341754e-25     
   2.954553       8.223305         1.206684e-25      
   2.954553       8.533144         -1.574148e-27     
   2.954553       8.844241         -4.009902e-30     
   2.954553       9.155759         8.082582e-32      
   2.954553       9.466856         -1.562704e-34     
   2.954553       9.776695         -6.584160e-37     
   2.954553       10.084440        3.143236e-39      
   2.954553       10.389261        -4.755487e-42     
   2.954553       10.690338        1.769453e-45      
   2.954553       10.986857        3.356139e-48      
   2.954553       11.278020        -6.092359e-51     
   2.954553       11.563042        3.113202e-53      
   2.954553       11.841155        4.336726e-51      
   2.954553       12.111608        -1.904172e-48     
   2.954553       12.373673        -4.895341e-45     
   2.954553       12.626644        -5.141996e-42     
   2.954553       12.869837        -3.742156e-39     
   2.954553       13.102598        -2.010853e-36     
   2.954553       13.324299        -7.970584e-34     
   2.954553       13.534343        -2.286743e-31     
   2.954553       13.732162        -4.633139e-29     
   2.954553       13.917225        -6.461650e-27     
   2.954553       14.089032        -6.056614e-25     
   2.954553       14.247120        -3.731161e-23     
   2.954553       14.391062        -1.487095e-21     
   2.954553       14.520471        -3.777563e-20     
   2.954553       14.634998        -6.033061e-19     
   2.954553       14.734334        -6.309284e-18     
   2.954553       14.818211        -4.001155e-17     
   2.954553       14.886403        -1.484824e-16     
   2.954553       14.938727        -3.740290e-16     
   2.954553       14.975043        -7.818900e-16     
   2.954553       14.995261        -1.458433e-15     
   2.971601       0.001185         7.023208e-04      
   2.971601       0.006239         7.023687e-04      
   2.971601       0.015318         7.026605e-04      
   2.971601       0.028399         7.034536e-04      
   2.971601       0.045447         7.052103e-04      
   2.971601       0.066417         7.084996e-04      
   2.971601       0.091251         7.140134e-04      
   2.971601       0.119882         7.225798e-04      
   2.971601       0.152235         7.351715e-04      
   2.971601       0.188220         7.529261e-04      
   2.971601       0.227742         7.771781e-04      
   2.971601       0.270694         8.095075e-04      
   2.971601       0.316959         8.518080e-04      
   2.971601       0.366414         9.063793e-04      
   2.971601       0.418925         9.760512e-04      
   2.971601       0.474351         1.064346e-03      
   2.971601       0.532541         1.175692e-03      
   2.971601       0.593339         1.315693e-03      
   2.971601       0.656582         1.491487e-03      
   2.971601       0.722098         1.712195e-03      
   2.971601       0.789711         1.989493e-03      
   2.971601       0.859239         2.338336e-03      
   2.971601       0.930495         2.777849e-03      
   2.971601       1.003286         3.332428e-03      
   2.971601       1.077416         4.033041e-03      
   2.971601       1.152685         4.918748e-03      
   2.971601       1.228890         6.038389e-03      
   2.971601       1.305826         7.452352e-03      
   2.971601       1.383286         9.234253e-03      
   2.971601       1.461060         1.147227e-02      
   2.971601       1.538940         1.426975e-02      
   2.971601       1.616714         1.774457e-02      
   2.971601       1.694174         2.202672e-02      
   2.971601       1.771110         2.725335e-02      
   2.971601       1.847315         3.356101e-02      
   2.971601       1.922584         4.107453e-02      
   2.971601       1.996714         4.989310e-02      
   2.971601       2.069505         6.007421e-02      
   2.971601       2.140761         7.161729e-02      
   2.971601       2.210289         8.444944e-02      
   2.971601       2.277902         9.841590e-02      
   2.971601       2.343418         1.132782e-01      
   2.971601       2.406661         1.287216e-01      
   2.971601       2.467459         1.443724e-01      
   2.971601       2.525649         1.598243e-01      
